training_per_experience,training_hours_log1p,city_ordinal,gender_ordinal,enrolled_university_ordinal,relevent_experience_ordinal,education_level_ordinal,last_new_job_num_ordinal,company_size_ordinal,experience_num_ordinal,major_discipline_Arts,major_discipline_Business Degree,major_discipline_Humanities,major_discipline_No Major,major_discipline_Other,major_discipline_STEM,company_type_Early Stage Startup,company_type_Funded Startup,company_type_NGO,company_type_Other,company_type_Public Sector,company_type_Pvt Ltd,city_development_index,target
-0.41599765463168636,0.09865269498345124,64.0,0.0,2.0,1.0,2.0,5.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.802,0.0
-0.2510317473389566,1.1176133350953044,102.0,0.0,0.0,1.0,2.0,5.0,7.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.92,0.0
-0.4785141997344617,-0.42198910087281655,27.0,0.0,0.0,1.0,2.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.939,0.0
-0.5615039993738182,-2.3233777978260797,102.0,0.0,0.0,1.0,2.0,2.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.92,0.0
-0.3750511455585237,-0.32084734513112534,49.0,0.0,0.0,1.0,2.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8959999999999999,0.0
-0.45219144390171423,-0.1711368194047215,113.0,0.0,0.0,1.0,3.0,5.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.926,0.0
-0.2569643381421705,-0.25840667517061755,73.0,0.0,0.0,1.0,2.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579,1.0
1.4397566315770096,0.9470995638035453,15.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.91,0.0
0.05534419199844781,0.031608177294446566,148.0,0.0,2.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6890000000000001,0.0
-0.5688491117968449,-2.8654584084346064,102.0,0.0,0.0,1.0,2.0,1.0,3.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.92,0.0
-0.380701232037775,0.5782926356314709,99.0,0.0,0.0,0.0,2.0,1.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.887,0.0
-0.36036092071247017,-0.0399595142483939,66.0,1.0,0.0,1.0,3.0,1.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.855,0.0
-0.014575628182287633,-0.3871930249700641,56.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.866,1.0
0.3490074367575367,0.8556490647961077,102.0,0.0,0.0,1.0,2.0,1.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.92,0.0
-0.06542640649554973,0.8662082090004968,113.0,1.0,0.0,1.0,2.0,5.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.926,0.0
0.11594136948841856,0.5503650965681793,102.0,0.0,0.0,1.0,2.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.92,1.0
-0.5383386448088877,-1.1575466559332133,102.0,0.0,0.0,1.0,2.0,5.0,7.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.92,0.0
0.8990433555126556,1.3477567567043365,66.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.855,1.0
-0.5332535669775615,-1.02472537641715,60.0,0.0,0.0,1.0,3.0,3.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.913,0.0
-0.4818045442135551,-0.4579649270215622,15.0,0.0,0.0,1.0,2.0,5.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.91,0.0
-0.2837669358781191,0.6706278243416486,15.0,0.0,2.0,0.0,3.0,3.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.91,1.0
0.507492362500537,0.2957329883541605,15.0,0.0,0.0,1.0,2.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.91,0.0
0.2571128159485701,0.9074244667222482,20.0,0.0,0.0,1.0,2.0,1.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.624,1.0
-0.16712796312207406,1.3610217448895117,102.0,0.0,0.0,1.0,2.0,1.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.92,0.0
-0.051866198945346505,-0.4579649270215622,15.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.91,0.0
2.3626982579627174,1.6480232912967976,157.0,0.0,2.0,0.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7659999999999999,1.0
-0.3501907650498178,-0.19943676950428724,20.0,1.0,0.0,1.0,3.0,5.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.624,1.0
0.09729608410688909,0.09865269498345124,20.0,0.0,2.0,1.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.624,0.0
-0.33154547966828835,-0.5337961246488746,102.0,0.0,0.0,1.0,2.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.92,0.0
-0.10407299801362899,-0.0399595142483939,45.0,0.0,0.0,1.0,3.0,2.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.762,0.0
-0.49739038648294503,-0.5337961246488746,40.0,0.0,0.0,1.0,3.0,5.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8270000000000001,0.0
15.311848955434922,1.9670485199291412,20.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.624,1.0
-0.47324964856791213,-1.5878202427656822,102.0,0.0,0.0,1.0,2.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.92,0.0
-0.5356622880555582,-1.2307608726116135,102.0,0.0,0.0,1.0,2.0,1.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.92,1.0
-0.41121169902573235,-0.32084734513112534,15.0,0.0,0.0,1.0,3.0,2.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.91,0.0
2.3906661860350114,1.6580345470279751,15.0,0.0,0.0,1.0,2.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.91,0.0
-0.3705310763751226,-0.09050169670166729,20.0,0.0,0.0,1.0,3.0,4.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.624,1.0
-0.4951154832426149,-0.35350177502548874,49.0,0.0,1.0,1.0,3.0,4.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8959999999999999,0.0
-0.4713851200297592,-0.7039493777659502,20.0,0.0,1.0,1.0,2.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.624,1.0
-0.08169865555579361,0.7319850993770453,102.0,0.0,0.0,1.0,2.0,2.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.92,0.0
-0.4849453275799624,-0.2285121564209472,96.0,0.0,0.0,1.0,3.0,2.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.925,1.0
0.3108693530225901,1.449505077330776,102.0,0.0,0.0,1.0,2.0,2.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.92,0.0
-0.3501907650498178,-0.4579649270215622,20.0,0.0,0.0,1.0,2.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.624,0.0
-0.4290094714353741,0.27759262803883406,15.0,0.0,0.0,1.0,2.0,3.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.91,0.0
0.009396881593964535,1.264483836876317,127.0,0.0,0.0,1.0,2.0,1.0,2.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.527,1.0
-0.3044250645678818,0.9274474237101356,141.0,0.0,0.0,1.0,2.0,5.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.727,0.0
-0.19170583930681745,-0.06492973071874773,104.0,0.0,1.0,1.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.794,0.0
2.8381530351917186,1.8065644474848448,77.0,0.0,2.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579,1.0
0.9475210975046322,1.1897215743552279,102.0,0.0,0.0,1.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.92,1.0
2.894088891336307,1.0924457071767073,20.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.624,1.0
0.07492174164905371,0.2957329883541605,103.0,0.0,0.0,1.0,2.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.924,0.0
-0.1935703678449704,0.461881764126916,102.0,0.0,0.0,0.0,1.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.92,0.0
0.544782933263596,-0.8004872857791445,10.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.55,1.0
-0.3756161542064489,-0.11670513264488916,113.0,0.0,1.0,1.0,2.0,1.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.926,0.0
1.663500056155363,1.3610217448895117,20.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.624,1.0
-0.055256250832897306,0.8870164293574696,69.0,0.0,2.0,0.0,1.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.698,1.0
-0.4061266211944061,0.09865269498345124,103.0,0.0,0.0,1.0,2.0,1.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.924,0.0
-0.5607728117117975,-2.3233777978260797,15.0,0.0,0.0,1.0,3.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.91,0.0
-0.3082388729413765,-0.8522626877052859,102.0,1.0,0.0,1.0,2.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.92,0.0
